,fecha,nombre_completo,estado,temperatura,humedad_relativa,precipitacion
0,2023-10-05 00:00:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
1,2023-10-05 00:01:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
2,2023-10-05 00:02:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
3,2023-10-05 00:03:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
4,2023-10-05 00:04:01,UdeA Caucasia,Habilitada,26.16667,93,0.00000
5,2023-10-05 00:05:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
6,2023-10-05 00:06:01,UdeA Caucasia,Habilitada,26.16667,93,0.00000
7,2023-10-05 00:07:01,UdeA Caucasia,Habilitada,26.16667,93,0.00000
8,2023-10-05 00:08:01,UdeA Caucasia,Habilitada,26.16667,93,0.00000
9,2023-10-05 00:09:02,UdeA Caucasia,Habilitada,26.16667,93,0.00000
10,2023-10-05 00:10:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
11,2023-10-05 00:11:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
12,2023-10-05 00:12:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
13,2023-10-05 00:13:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
14,2023-10-05 00:14:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
15,2023-10-05 00:15:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
16,2023-10-05 00:16:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
17,2023-10-05 00:17:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
18,2023-10-05 00:18:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
19,2023-10-05 00:19:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
20,2023-10-05 00:20:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
21,2023-10-05 00:21:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
22,2023-10-05 00:22:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
23,2023-10-05 00:23:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
24,2023-10-05 00:24:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
25,2023-10-05 00:25:00,UdeA Caucasia,Habilitada,26.22222,94,0.00000
26,2023-10-05 00:26:00,UdeA Caucasia,Habilitada,26.22222,94,0.00000
27,2023-10-05 00:27:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
28,2023-10-05 00:28:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
29,2023-10-05 00:29:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
30,2023-10-05 00:30:00,UdeA Caucasia,Habilitada,26.16667,93,0.00000
31,2023-10-05 00:31:00,UdeA Caucasia,Habilitada,26.22222,93,0.00000
32,2023-10-05 00:32:00,UdeA Caucasia,Habilitada,26.22222,94,0.00000
33,2023-10-05 00:33:00,UdeA Caucasia,Habilitada,26.27778,94,0.00000
34,2023-10-05 00:34:00,UdeA Caucasia,Habilitada,26.22222,94,0.00000
35,2023-10-05 00:35:00,UdeA Caucasia,Habilitada,26.27778,94,0.00000
36,2023-10-05 00:36:00,UdeA Caucasia,Habilitada,26.27778,94,0.00000
37,2023-10-05 00:37:00,UdeA Caucasia,Habilitada,26.27778,94,0.00000
38,2023-10-05 00:38:00,UdeA Caucasia,Habilitada,26.27778,94,0.00000
39,2023-10-05 00:39:00,UdeA Caucasia,Habilitada,26.27778,94,0.00000
40,2023-10-05 00:40:00,UdeA Caucasia,Habilitada,26.27778,94,0.00000
41,2023-10-05 00:41:00,UdeA Caucasia,Habilitada,26.27778,94,0.00000
42,2023-10-05 00:42:00,UdeA Caucasia,Habilitada,26.27778,94,0.00000
43,2023-10-05 00:43:00,UdeA Caucasia,Habilitada,26.27778,94,0.00000
44,2023-10-05 00:44:00,UdeA Caucasia,Habilitada,26.27778,94,0.00000
45,2023-10-05 00:45:01,UdeA Caucasia,Habilitada,26.27778,94,0.00000
46,2023-10-05 00:46:01,UdeA Caucasia,Habilitada,26.22222,94,0.00000
47,2023-10-05 00:47:01,UdeA Caucasia,Habilitada,26.22222,94,0.00000
48,2023-10-05 00:48:00,UdeA Caucasia,Habilitada,26.22222,94,0.00000
49,2023-10-05 00:49:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
50,2023-10-05 00:50:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
51,2023-10-05 00:51:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
52,2023-10-05 00:52:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
53,2023-10-05 00:53:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
54,2023-10-05 00:54:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
55,2023-10-05 00:55:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
56,2023-10-05 00:56:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
57,2023-10-05 00:57:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
58,2023-10-05 00:58:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
59,2023-10-05 00:59:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
60,2023-10-05 01:00:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
61,2023-10-05 01:01:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
62,2023-10-05 01:02:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
63,2023-10-05 01:03:01,UdeA Caucasia,Habilitada,26.16667,94,0.00000
64,2023-10-05 01:04:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
65,2023-10-05 01:05:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
66,2023-10-05 01:06:01,UdeA Caucasia,Habilitada,26.16667,94,0.00000
67,2023-10-05 01:07:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
68,2023-10-05 01:08:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
69,2023-10-05 01:09:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
70,2023-10-05 01:10:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
71,2023-10-05 01:11:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
72,2023-10-05 01:12:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
73,2023-10-05 01:13:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
74,2023-10-05 01:14:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
75,2023-10-05 01:15:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
76,2023-10-05 01:16:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
77,2023-10-05 01:17:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
78,2023-10-05 01:18:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
79,2023-10-05 01:19:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
80,2023-10-05 01:20:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
81,2023-10-05 01:21:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
82,2023-10-05 01:22:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
83,2023-10-05 01:23:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
84,2023-10-05 01:24:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
85,2023-10-05 01:25:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
86,2023-10-05 01:26:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
87,2023-10-05 01:27:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
88,2023-10-05 01:28:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
89,2023-10-05 01:29:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
90,2023-10-05 01:30:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
91,2023-10-05 01:31:00,UdeA Caucasia,Habilitada,26.05556,95,0.00000
92,2023-10-05 01:32:00,UdeA Caucasia,Habilitada,26.00000,94,0.00000
93,2023-10-05 01:33:00,UdeA Caucasia,Habilitada,26.00000,94,0.00000
94,2023-10-05 01:34:00,UdeA Caucasia,Habilitada,26.05556,95,0.00000
95,2023-10-05 01:35:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
96,2023-10-05 01:36:00,UdeA Caucasia,Habilitada,25.94444,94,0.00000
97,2023-10-05 01:37:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
98,2023-10-05 01:38:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
99,2023-10-05 01:39:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
100,2023-10-05 01:40:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
101,2023-10-05 01:41:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
102,2023-10-05 01:42:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
103,2023-10-05 01:43:01,UdeA Caucasia,Habilitada,25.94444,95,0.00000
104,2023-10-05 01:44:01,UdeA Caucasia,Habilitada,25.94444,95,0.00000
105,2023-10-05 01:45:01,UdeA Caucasia,Habilitada,25.94444,95,0.00000
106,2023-10-05 01:46:01,UdeA Caucasia,Habilitada,25.94444,95,0.00000
107,2023-10-05 01:47:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
108,2023-10-05 01:48:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
109,2023-10-05 01:49:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
110,2023-10-05 01:50:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
111,2023-10-05 01:51:00,UdeA Caucasia,Habilitada,25.88889,95,0.00000
112,2023-10-05 01:52:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
113,2023-10-05 01:53:00,UdeA Caucasia,Habilitada,25.88889,95,0.00000
114,2023-10-05 01:54:00,UdeA Caucasia,Habilitada,25.88889,95,0.00000
115,2023-10-05 01:55:00,UdeA Caucasia,Habilitada,25.88889,95,0.00000
116,2023-10-05 01:56:00,UdeA Caucasia,Habilitada,25.88889,95,0.00000
117,2023-10-05 01:57:00,UdeA Caucasia,Habilitada,25.88889,95,0.00000
118,2023-10-05 01:58:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
119,2023-10-05 01:59:00,UdeA Caucasia,Habilitada,25.88889,95,0.00000
120,2023-10-05 02:00:00,UdeA Caucasia,Habilitada,25.88889,95,0.00000
121,2023-10-05 02:01:00,UdeA Caucasia,Habilitada,25.88889,95,0.00000
122,2023-10-05 02:02:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
123,2023-10-05 02:03:01,UdeA Caucasia,Habilitada,25.94444,95,0.00000
124,2023-10-05 02:04:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
125,2023-10-05 02:05:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
126,2023-10-05 02:06:01,UdeA Caucasia,Habilitada,25.94444,95,0.00000
127,2023-10-05 02:07:01,UdeA Caucasia,Habilitada,25.94444,95,0.00000
128,2023-10-05 02:08:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
129,2023-10-05 02:09:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
130,2023-10-05 02:10:00,UdeA Caucasia,Habilitada,25.94444,95,0.00000
131,2023-10-05 02:11:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
132,2023-10-05 02:12:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
133,2023-10-05 02:13:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
134,2023-10-05 02:14:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
135,2023-10-05 02:15:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
136,2023-10-05 02:16:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
137,2023-10-05 02:17:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
138,2023-10-05 02:18:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
139,2023-10-05 02:19:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
140,2023-10-05 02:20:00,UdeA Caucasia,Habilitada,26.05556,95,0.00000
141,2023-10-05 02:21:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
142,2023-10-05 02:22:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
143,2023-10-05 02:23:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
144,2023-10-05 02:24:00,UdeA Caucasia,Habilitada,26.05556,95,0.00000
145,2023-10-05 02:25:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
146,2023-10-05 02:26:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
147,2023-10-05 02:27:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
148,2023-10-05 02:28:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
149,2023-10-05 02:29:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
150,2023-10-05 02:30:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
151,2023-10-05 02:31:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
152,2023-10-05 02:32:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
153,2023-10-05 02:33:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
154,2023-10-05 02:34:00,UdeA Caucasia,Habilitada,26.05556,95,0.00000
155,2023-10-05 02:35:00,UdeA Caucasia,Habilitada,26.05556,95,0.00000
156,2023-10-05 02:36:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
157,2023-10-05 02:37:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
158,2023-10-05 02:38:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
159,2023-10-05 02:39:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
160,2023-10-05 02:40:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
161,2023-10-05 02:41:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
162,2023-10-05 02:42:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
163,2023-10-05 02:43:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
164,2023-10-05 02:44:00,UdeA Caucasia,Habilitada,26.00000,95,0.00000
165,2023-10-05 02:45:01,UdeA Caucasia,Habilitada,26.00000,95,0.00000
166,2023-10-05 02:46:01,UdeA Caucasia,Habilitada,26.00000,95,0.00000
167,2023-10-05 02:47:01,UdeA Caucasia,Habilitada,26.00000,95,0.00000
168,2023-10-05 02:48:01,UdeA Caucasia,Habilitada,26.00000,95,0.00000
169,2023-10-05 02:49:00,UdeA Caucasia,Habilitada,26.00000,94,0.00000
170,2023-10-05 02:50:00,UdeA Caucasia,Habilitada,26.00000,94,0.00000
171,2023-10-05 02:51:00,UdeA Caucasia,Habilitada,26.00000,94,0.00000
172,2023-10-05 02:52:00,UdeA Caucasia,Habilitada,26.00000,94,0.00000
173,2023-10-05 02:53:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
174,2023-10-05 02:54:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
175,2023-10-05 02:55:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
176,2023-10-05 02:56:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
177,2023-10-05 02:57:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
178,2023-10-05 02:58:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
179,2023-10-05 02:59:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
180,2023-10-05 03:00:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
181,2023-10-05 03:01:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
182,2023-10-05 03:02:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
183,2023-10-05 03:03:01,UdeA Caucasia,Habilitada,26.11111,94,0.00000
184,2023-10-05 03:04:00,UdeA Caucasia,Habilitada,26.11111,93,0.00000
185,2023-10-05 03:05:00,UdeA Caucasia,Habilitada,26.05556,93,0.00000
186,2023-10-05 03:06:01,UdeA Caucasia,Habilitada,26.11111,93,0.00000
187,2023-10-05 03:07:00,UdeA Caucasia,Habilitada,26.11111,93,0.00000
188,2023-10-05 03:08:00,UdeA Caucasia,Habilitada,26.11111,93,0.00000
189,2023-10-05 03:09:00,UdeA Caucasia,Habilitada,26.11111,93,0.00000
190,2023-10-05 03:10:00,UdeA Caucasia,Habilitada,26.11111,93,0.00000
191,2023-10-05 03:11:00,UdeA Caucasia,Habilitada,26.11111,93,0.00000
192,2023-10-05 03:12:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
193,2023-10-05 03:13:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
194,2023-10-05 03:14:00,UdeA Caucasia,Habilitada,26.16667,94,0.00000
195,2023-10-05 03:15:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
196,2023-10-05 03:16:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
197,2023-10-05 03:17:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
198,2023-10-05 03:18:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
199,2023-10-05 03:19:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
200,2023-10-05 03:20:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
201,2023-10-05 03:21:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
202,2023-10-05 03:22:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
203,2023-10-05 03:23:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
204,2023-10-05 03:24:00,UdeA Caucasia,Habilitada,26.11111,94,0.00000
205,2023-10-05 03:25:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
206,2023-10-05 03:26:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
207,2023-10-05 03:27:00,UdeA Caucasia,Habilitada,26.05556,94,0.00000
208,2023-10-05 03:28:00,UdeA Caucasia,Habilitada,26.00000,94,0.00000
209,2023-10-05 03:29:00,UdeA Caucasia,Habilitada,25.94444,94,0.00000
210,2023-10-05 03:30:00,UdeA Caucasia,Habilitada,25.94444,94,0.00000
211,2023-10-05 03:31:00,UdeA Caucasia,Habilitada,25.94444,94,0.00000
212,2023-10-05 03:32:00,UdeA Caucasia,Habilitada,25.88889,94,0.00000
213,2023-10-05 03:33:00,UdeA Caucasia,Habilitada,25.88889,94,0.00000
214,2023-10-05 03:34:00,UdeA Caucasia,Habilitada,25.88889,95,0.00000
215,2023-10-05 03:35:00,UdeA Caucasia,Habilitada,25.88889,95,0.00000
216,2023-10-05 03:36:00,UdeA Caucasia,Habilitada,25.83333,95,0.00000
217,2023-10-05 03:37:00,UdeA Caucasia,Habilitada,25.77778,95,0.00000
218,2023-10-05 03:38:00,UdeA Caucasia,Habilitada,25.83333,95,0.00000
219,2023-10-05 03:39:00,UdeA Caucasia,Habilitada,25.77778,95,0.00000
220,2023-10-05 03:40:00,UdeA Caucasia,Habilitada,25.77778,95,0.00000
221,2023-10-05 03:41:00,UdeA Caucasia,Habilitada,25.77778,95,0.00000
222,2023-10-05 03:42:00,UdeA Caucasia,Habilitada,25.77778,95,0.00000
223,2023-10-05 03:43:01,UdeA Caucasia,Habilitada,25.72222,95,0.00000
224,2023-10-05 03:44:01,UdeA Caucasia,Habilitada,25.72222,95,0.00000
225,2023-10-05 03:45:01,UdeA Caucasia,Habilitada,25.72222,95,0.00000
226,2023-10-05 03:46:01,UdeA Caucasia,Habilitada,25.72222,95,0.00000
227,2023-10-05 03:47:00,UdeA Caucasia,Habilitada,25.72222,95,0.00000
228,2023-10-05 03:48:00,UdeA Caucasia,Habilitada,25.66667,95,0.00000
229,2023-10-05 03:49:00,UdeA Caucasia,Habilitada,25.66667,95,0.00000
230,2023-10-05 03:50:00,UdeA Caucasia,Habilitada,25.66667,96,0.00000
231,2023-10-05 03:51:00,UdeA Caucasia,Habilitada,25.66667,96,0.00000
232,2023-10-05 03:52:00,UdeA Caucasia,Habilitada,25.66667,96,0.00000
233,2023-10-05 03:53:00,UdeA Caucasia,Habilitada,25.66667,96,0.00000
234,2023-10-05 03:54:00,UdeA Caucasia,Habilitada,25.66667,96,0.00000
235,2023-10-05 03:55:00,UdeA Caucasia,Habilitada,25.66667,96,0.00000
236,2023-10-05 03:56:00,UdeA Caucasia,Habilitada,25.66667,96,0.00000
237,2023-10-05 03:57:00,UdeA Caucasia,Habilitada,25.66667,96,0.00000
238,2023-10-05 03:58:00,UdeA Caucasia,Habilitada,25.66667,96,0.00000
239,2023-10-05 03:59:00,UdeA Caucasia,Habilitada,25.66667,96,0.00000
240,2023-10-05 04:00:00,UdeA Caucasia,Habilitada,25.66667,96,0.00000
241,2023-10-05 04:01:00,UdeA Caucasia,Habilitada,25.72222,96,0.00000
242,2023-10-05 04:02:00,UdeA Caucasia,Habilitada,25.72222,96,0.00000
243,2023-10-05 04:03:01,UdeA Caucasia,Habilitada,25.72222,96,0.00000
244,2023-10-05 04:04:00,UdeA Caucasia,Habilitada,25.72222,96,0.00000
245,2023-10-05 04:05:00,UdeA Caucasia,Habilitada,25.72222,96,0.00000
246,2023-10-05 04:06:01,UdeA Caucasia,Habilitada,25.72222,96,0.00000
247,2023-10-05 04:07:01,UdeA Caucasia,Habilitada,25.61111,96,0.00000
248,2023-10-05 04:08:01,UdeA Caucasia,Habilitada,25.50000,95,0.00000
249,2023-10-05 04:09:00,UdeA Caucasia,Habilitada,25.44444,95,0.00000
250,2023-10-05 04:10:00,UdeA Caucasia,Habilitada,25.44444,95,0.00000
251,2023-10-05 04:11:00,UdeA Caucasia,Habilitada,25.33333,95,0.00000
252,2023-10-05 04:12:00,UdeA Caucasia,Habilitada,25.33333,94,0.00000
253,2023-10-05 04:13:00,UdeA Caucasia,Habilitada,25.22222,94,0.00000
254,2023-10-05 04:14:00,UdeA Caucasia,Habilitada,25.16667,93,0.00000
255,2023-10-05 04:15:00,UdeA Caucasia,Habilitada,25.11111,93,0.00000
256,2023-10-05 04:16:00,UdeA Caucasia,Habilitada,25.05556,93,0.00000
257,2023-10-05 04:17:00,UdeA Caucasia,Habilitada,25.05556,93,0.00000
258,2023-10-05 04:18:00,UdeA Caucasia,Habilitada,24.94444,93,0.00000
259,2023-10-05 04:19:00,UdeA Caucasia,Habilitada,24.88889,93,0.00000
260,2023-10-05 04:20:00,UdeA Caucasia,Habilitada,24.88889,93,0.00000
261,2023-10-05 04:21:00,UdeA Caucasia,Habilitada,24.88889,93,0.00000
262,2023-10-05 04:22:00,UdeA Caucasia,Habilitada,24.77778,93,0.00000
263,2023-10-05 04:23:00,UdeA Caucasia,Habilitada,24.77778,93,0.00000
264,2023-10-05 04:24:00,UdeA Caucasia,Habilitada,24.72222,93,0.00000
265,2023-10-05 04:25:00,UdeA Caucasia,Habilitada,24.66667,93,0.00000
266,2023-10-05 04:26:00,UdeA Caucasia,Habilitada,24.61111,93,0.00000
267,2023-10-05 04:27:00,UdeA Caucasia,Habilitada,24.61111,93,0.00000
268,2023-10-05 04:28:00,UdeA Caucasia,Habilitada,24.55556,93,0.00000
269,2023-10-05 04:29:00,UdeA Caucasia,Habilitada,24.55556,93,0.00000
270,2023-10-05 04:30:00,UdeA Caucasia,Habilitada,24.50000,94,0.00000
271,2023-10-05 04:31:00,UdeA Caucasia,Habilitada,24.50000,94,0.00000
272,2023-10-05 04:32:00,UdeA Caucasia,Habilitada,24.55556,94,0.00000
273,2023-10-05 04:33:00,UdeA Caucasia,Habilitada,24.50000,94,0.00000
274,2023-10-05 04:34:00,UdeA Caucasia,Habilitada,24.50000,94,0.00000
275,2023-10-05 04:35:00,UdeA Caucasia,Habilitada,24.50000,94,0.00000
276,2023-10-05 04:36:00,UdeA Caucasia,Habilitada,24.44444,94,0.00000
277,2023-10-05 04:37:00,UdeA Caucasia,Habilitada,24.44444,94,0.00000
278,2023-10-05 04:38:00,UdeA Caucasia,Habilitada,24.44444,94,0.00000
279,2023-10-05 04:39:00,UdeA Caucasia,Habilitada,24.44444,94,0.00000
280,2023-10-05 04:40:00,UdeA Caucasia,Habilitada,24.44444,94,0.00000
281,2023-10-05 04:41:00,UdeA Caucasia,Habilitada,24.38889,94,0.00000
282,2023-10-05 04:42:00,UdeA Caucasia,Habilitada,24.38889,93,0.00000
283,2023-10-05 04:43:00,UdeA Caucasia,Habilitada,24.38889,93,0.00000
284,2023-10-05 04:44:00,UdeA Caucasia,Habilitada,24.38889,94,0.00000
285,2023-10-05 04:45:01,UdeA Caucasia,Habilitada,24.44444,94,0.00000
286,2023-10-05 04:46:01,UdeA Caucasia,Habilitada,24.33333,94,0.00000
287,2023-10-05 04:47:01,UdeA Caucasia,Habilitada,24.38889,94,0.00000
288,2023-10-05 04:48:01,UdeA Caucasia,Habilitada,24.33333,94,0.00000
